Qubit,Bloch_X,Bloch_Y,Bloch_Z,DensityMatrix_Re00,DensityMatrix_Re11,Purity
0,1.707629936490925,6.162975822039155e-33,2.220446049250313e-16,0.5000000000000002,0.5000000000000001,(0.8645000000000005-3.4211388289180104e-49j)
1,0.0,-1.232595164407831e-32,0.0,0.5000000000000002,0.5000000000000002,(0.5000000000000004+0j)
